Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Cycle D 2025,ICLT 327 M02,The Literature of Initiation,Trimnell,05/15/2025,5:30:00 PM,8:10:00 PM,"26 W. 61st St., Rm. 401",New York City
Cycle D 2025,PHTH 790 W01,Research in PT III: Capstone,Handrakis,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 229",Long Island
Cycle D 2025,PHTH 790 W02,Research in PT III: Capstone,Gugliotti,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 229",Long Island
Cycle D 2025,PHTH 790 W03,Research in PT III: Capstone,Ingenito,05/14/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 229",Long Island
Cycle D 2025,PHTH 875 W01,Applied Cases in PT Practice,Ingenito,05/15/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 229",Long Island
Cycle D 2025,PHTH 875 W02,Applied Cases in PT Practice,Hall,05/15/2025,8:15:00 AM,10:15:00 AM,"Ferentinos Health Sci, Rm. 229",Long Island
Cycle D 2025,PHYS 136 W01,Phys Modern Arch,Yu,05/15/2025,5:45:00 PM,9:45:00 PM,TBA,Long Island
Cycle D 2025,PHYS 226 M01,Intro to Modern Physics Lab,Yu,05/16/2025,5:15:00 PM,6:54:00 PM,"16 W. 61st St., Rm. 812",New York City
Cycle D 2025,PHYS 226 W01,Intro to Modern Physics Lab,Yu,05/16/2025,5:15:00 PM,6:54:00 PM,"Harry J. Schure Hall, Rm. B17A",Long Island
Cycle D 2025,QANT 630 E25,Operations & Supply Chain Mgmt,Charbaji,05/15/2025,12:45:00 PM,2:45:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,AAID 101 M01,Design Fundamentals I,Davila,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 101 W01,Design Fundamentals I,Reid,05/16/2025,8:15:00 AM,10:15:00 AM,"Midge Karr, Rm. 103",Long Island
Spring 2025,AAID 102 M01,Design Fundamentals II,Balza Gerardino,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M02,Design Fundamentals II,Messana,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M03,Design Fundamentals II,Baxter,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M04,Design Fundamentals II,Melitonov,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M05,Design Fundamentals II,Ah Siong,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M08,Design Fundamentals II,Dinatale Scotto,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 M09,Design Fundamentals II,Ahn,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,AAID 102 W01,Design Fundamentals II,Laho,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 231",Long Island
Spring 2025,AAID 102 W02,Design Fundamentals II,Cody,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 213",Long Island
Spring 2025,AAID 102 W03,Design Fundamentals II,Gonzalez Millan,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 133",Long Island
Spring 2025,AAID 102 W04,Design Fundamentals II,Callender,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 231",Long Island
Spring 2025,AAID 102 W05,Design Fundamentals II,Hudes,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 213",Long Island
Spring 2025,AAID 140 M01,Visualization I,Acosta Perez,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 501",New York City
Spring 2025,AAID 140 W01,Visualization I,Nizan,05/13/2025,8:15:00 AM,10:15:00 AM,Zoom,Long Island
Spring 2025,AAID 240 M01,Visualization II,Olivieri,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,AAID 240 M02,Visualization II,Satish,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,AAID 240 M03,Visualization II,Saad,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 319",New York City
Spring 2025,AAID 240 M05,Visualization II,Melitonov,05/14/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 410",New York City
Spring 2025,AAID 240 M09,Visualization II,Balza Gerardino,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 319",New York City
Spring 2025,AAID 240 W01,Visualization II,Reid,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 140",Long Island
Spring 2025,AAID 240 W02,Visualization II,Callender,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 231",Long Island
Spring 2025,AAID 240 W03,Visualization II,Zeit,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 213",Long Island
Spring 2025,ACCT 101 M01,Accounting I,Chan,05/14/2025,10:30:00 AM,12:30:00 PM,"26 W. 61st St., Rm. 11",New York City
Spring 2025,ACCT 102 M01,Accounting II,Ozelli,05/14/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 401",New York City
Spring 2025,ACCT 102 W01,Accounting II,Holzer,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 102",Long Island
Spring 2025,ACCT 110 M01,Managerial Accounting,Chan,05/12/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,ACCT 110 W01,Managerial Accounting,Yun,05/12/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 236",Long Island
Spring 2025,ACCT 315 M01,Financial Statement Analysis,Yun,05/12/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,ACCT 315 W01,Financial Statement Analysis,Yun,05/12/2025,12:45:00 PM,2:45:00 PM,Zoom,Long Island
Spring 2025,ACCT 501 M01,Accounting I,Akazi,05/15/2025,8:30:00 PM,9:50:00 PM,"26 W. 61st St., Rm. 502",New York City
Spring 2025,ACCT 601 M01,Managerial Accounting,Yun,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 502",New York City
Spring 2025,ACCT 601 M02,Managerial Accounting,Akazi,05/15/2025,5:45:00 PM,8:15:00 PM,"26 W. 61st St., Rm. 502",New York City
Spring 2025,ACCT 601 M03,Managerial Accounting,Ozelli,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 313",New York City
Spring 2025,ACCT 713 M01,Financial Statement Analysis,Agrawal,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,AENG 420 W01,High Speed Flows & Shock Waves,Ioppolo,05/12/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,AENG 463 W01,Propulsion,Boldini,05/12/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 307",Long Island
Spring 2025,ARCH 161 M01,Global Hist of Architecture I,Veenendaal,05/13/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 408",New York City
Spring 2025,ARCH 161 M02,Global Hist of Architecture I,Melitonov,05/13/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 502",New York City
Spring 2025,ARCH 161 M03,Global Hist of Architecture I,Forlini,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 409",New York City
Spring 2025,ARCH 161 M04,Global Hist of Architecture I,Veenendaal,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,ARCH 161 W01,Global Hist of Architecture I,Jung,05/13/2025,8:15:00 AM,10:15:00 AM,"Midge Karr, Rm. B11",Long Island
Spring 2025,ARCH 161 W02,Global Hist of Architecture I,Jung,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 161 W03,Global Hist of Architecture I,Justo Caldeira Zuliani,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 135",Long Island
Spring 2025,ARCH 202 M01,Architectural Design II,Brahmbhatt,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M02,Architectural Design II,Wood,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M03,Architectural Design II,LaSota,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M04,Architectural Design II,Acosta Perez,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M05,Architectural Design II,Sepulveda,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M06,Architectural Design II,Davila,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 M07,Architectural Design II,Bailey,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 202 W01,Architectural Design II,Cumella,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 216",Long Island
Spring 2025,ARCH 202 W02,Architectural Design II,Khan,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 216",Long Island
Spring 2025,ARCH 202 W03,Architectural Design II,Manninger,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 216",Long Island
Spring 2025,ARCH 202 W04,Architectural Design II,Melis,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 216",Long Island
Spring 2025,ARCH 202 W05,Architectural Design II,Lorenzo-Eiroa,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 135",Long Island
Spring 2025,ARCH 211 M01,Statics & Strength of Material,Ford,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 410",New York City
Spring 2025,ARCH 211 M02,Statics & Strength of Material,Stephani,05/12/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 211 M03,Statics & Strength of Material,Tejeda,05/15/2025,6:00:00 PM,9:00:00 PM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,ARCH 211 M04,Statics & Strength of Material,Tejeda,05/12/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 211 W01,Statics & Strength of Material,Nabatian,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 211 W02,Statics & Strength of Material,Defelice,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 135",Long Island
Spring 2025,ARCH 222 M01,Building Construction II,Ford,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 222 M02,Building Construction II,Sepulveda,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 222 M03,Building Construction II,Lantigua Inoa,05/14/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,ARCH 222 W01,Building Construction II,Theodoridis,05/14/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 222 W02,Building Construction II,Snell,05/14/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 138",Long Island
Spring 2025,ARCH 222 W03,Building Construction II,Purisic,05/14/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 135",Long Island
Spring 2025,ARCH 291 M01,Sp Stds Arch,Eray,05/14/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,ARCH 302 M01,Architectural Design IV,Brens,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 302 M02,Architectural Design IV,Engelsman,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 302 M03,Architectural Design IV,Kennedy,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 302 M04,Architectural Design IV,Dinatale Scotto,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 302 M05,Architectural Design IV,Cianfaglione,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Spring 2025,ARCH 302 W01,Architectural Design IV,Campani,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 137",Long Island
Spring 2025,ARCH 302 W02,Architectural Design IV,Papazian,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 134",Long Island
Spring 2025,ARCH 302 W03,Architectural Design IV,Purisic,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 140",Long Island
Spring 2025,ARCH 302 W04,Architectural Design IV,Cataldo,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 138",Long Island
Spring 2025,ARCH 310 M01,Structural Design,Karacoban,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 927",New York City
Spring 2025,ARCH 310 M02,Structural Design,Camacho,05/15/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 310 W01,Structural Design,Stephani,05/14/2025,6:00:00 PM,9:00:00 PM,Zoom,Long Island
Spring 2025,ARCH 325 M01,Environmental Systems II,Thomas,05/14/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,ARCH 325 M02,Environmental Systems II,Buchheit,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 706",New York City
Spring 2025,ARCH 325 M03,Environmental Systems II,Dresdner,05/14/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 409",New York City
Spring 2025,ARCH 325 M04,Environmental Systems II,Kirschman,05/14/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 325 W01,Environmental Systems II,Theodoridis,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 325 W02,Environmental Systems II,Lantigua Inoa,05/14/2025,5:30:00 PM,8:30:00 PM,"Education Hall, Rm. 102",Long Island
Spring 2025,ARCH 325 W03,Environmental Systems II,Snell,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 138",Long Island
Spring 2025,ARCH 326 M01,Fndtion of AI Gen & Creativity,Melis,05/12/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,ARCH 327 M21,Comp Aided Con Drwgs,Van Nest,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 501",New York City
Spring 2025,ARCH 327 M23,Comp Aided Con Drwgs,Soniprasad,05/14/2025,5:30:00 PM,8:30:00 PM,"Guiliano Global Ctr., Rm. 702",New York City
Spring 2025,ARCH 327 W01,Comp Aided Con Drwgs,Gati,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,Long Island
Spring 2025,ARCH 361 M01,Arch Hist Sem,Vossoughian,05/14/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 361 M02,Arch Hist Sem,Justo Caldeira Zuliani,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 406",New York City
Spring 2025,ARCH 361 M03,Arch Hist Sem,Jung,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 1029",New York City
Spring 2025,ARCH 361 M04,Arch Hist Sem,Karahan,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 361 W01,Arch Hist Sem,Campani,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 137",Long Island
Spring 2025,ARCH 361 W02,Arch Hist Sem,Friedman,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 247",Long Island
Spring 2025,ARCH 362 M01,History and Theory of the City,Sinclair,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 722",New York City
Spring 2025,ARCH 362 M02,History and Theory of the City,Vossoughian,05/13/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,ARCH 362 M03,History and Theory of the City,Veenendaal,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 701",New York City
Spring 2025,ARCH 362 W01,History and Theory of the City,Borrero,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 133",Long Island
Spring 2025,ARCH 362 W02,History and Theory of the City,Laho,05/14/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 102",Long Island
Spring 2025,ARCH 372 M01,Environmental Site Planning,Acer,05/14/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 402 M01,Design VI- Community Design,Altwicker,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M02,Design VI- Community Design,Ruppert,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M03,Design VI- Community Design,Piesik,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M04,Design VI- Community Design,Eray,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 W01,Design VI- Community Design,Verebes,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 139",Long Island
Spring 2025,ARCH 402 W02,Design VI- Community Design,Shieh,05/16/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 411 M01,Advanced Structural Concepts I,Ford,05/14/2025,8:15:00 AM,10:15:00 AM,"26 W. 61st St., Rm. 410",New York City
Spring 2025,ARCH 411 M02,Advanced Structural Concepts I,Markov,05/14/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,ARCH 411 M03,Advanced Structural Concepts I,Conte,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 606",New York City
Spring 2025,ARCH 411 W01,Advanced Structural Concepts I,Defelice,05/14/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 411 W03,Advanced Structural Concepts I,Defelice,05/13/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 412 M01,Adv Structural Concepts II,Markov,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,New York City
Spring 2025,ARCH 413 M01,Arch Simulation & Fabrication,Camacho,05/12/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 471 M01,Const Sup & Mgt I,Ullah,05/15/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,ARCH 471 W01,Const Sup & Mgt I,Powers,05/15/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,ARCH 473 M01,Construction Mgmt Contracts,Powers,05/13/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,ARCH 473 W01,Construction Mgmt Contracts,Powers,05/13/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,ARCH 475 M01,Comp Aided Manage and Admin,Doria,05/14/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,ARCH 475 W01,Comp Aided Manage and Admin,Doria,05/14/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,ARCH 476 M01,Modern Construct Technologies,Lantigua Inoa,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,ARCH 476 W01,Modern Construct Technologies,Lantigua Inoa,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,ARCH 481 M13,Professional Practice I,Camacho,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M21,Professional Practice I,Camacho,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M22,Professional Practice I,Camacho,05/13/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 314",New York City
Spring 2025,ARCH 481 M23,Professional Practice I,Camacho,05/14/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 481 W01,Professional Practice I,Hudes,05/12/2025,5:30:00 PM,8:30:00 PM,"Education Hall, Rm. 134",Long Island
Spring 2025,ARCH 502 M01,Architectural Design VIII,Gandhi,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M02,Architectural Design VIII,Sordi,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M03,Architectural Design VIII,DeFazio,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 M04,Architectural Design VIII,Vuono,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 502 W01,Architectural Design VIII,Kim,05/16/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 223",Long Island
Spring 2025,ARCH 502 W02,Architectural Design VIII,Friedman,05/16/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 247",Long Island
Spring 2025,ARCH 502 W03,Architectural Design VIII,Fadhil,05/16/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 223",Long Island
Spring 2025,ARCH 502 W04,Architectural Design VIII,Del Campo,05/16/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 135",Long Island
Spring 2025,ARCH 502 W05,Architectural Design VIII,Melis,05/16/2025,3:00:00 PM,5:00:00 PM,"Education Hall, Rm. 223",Long Island
Spring 2025,ARCH 602 M01,M. ARCH Studio 2,Diamond,05/16/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 621 M01,Building Systems I,Soniprasad,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 644 M11,Arch Visual Communication 2,Bermudez,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 1011",New York City
Spring 2025,ARCH 662 M11,Global History of Architecture,Vossoughian,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 706",New York City
Spring 2025,ARCH 702 M01,Urban Design Studio II,Raven,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 702B M01,Computational Design Studio 2,Del Campo,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 702C M01,Health and Design Studio 2,Cody,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 1029",New York City
Spring 2025,ARCH 702C W01,Health and Design Studio 2,Pongratz,05/15/2025,12:45:00 PM,2:45:00 PM,"Midge Karr, Rm. 109",Long Island
Spring 2025,ARCH 702C W02,Health and Design Studio 2,Pongratz,05/15/2025,12:45:00 PM,2:45:00 PM,"Midge Karr, Rm. 109",Long Island
Spring 2025,ARCH 705 M01,M. ARCH Studio 5,Cody,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 705 M02,M. ARCH Studio 5,Fink,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 722 M01,Building Systems 2,Soniprasad,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 724 M12,Material Tectonics II,Seskunas,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 725 M01,Theories & Studies of Urbanism,Karahan,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 727 M01,Construction Documents,Bermudez,05/12/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 752 M01,Multidisciplinary Design,Melis,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 752 W01,Multidisciplinary Design,Melis,05/13/2025,8:15:00 AM,10:15:00 AM,"Midge Karr, Rm. 110",Long Island
Spring 2025,ARCH 755 M01,Envt Behav & Dsgn Intelligence,Saad,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 755 W01,Envt Behav & Dsgn Intelligence,Saad,05/13/2025,8:15:00 AM,10:15:00 AM,"Education Hall, Rm. 247",Long Island
Spring 2025,ARCH 756 M01,Medical & Mobility Prototypes,Papadopoulou,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 756 W01,Medical & Mobility Prototypes,Papadopoulou,05/14/2025,3:00:00 PM,5:00:00 PM,"Midge Karr, Rm. 109",Long Island
Spring 2025,ARCH 776 M01,Fabrication Optimization,Saad,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 782 M01,Computational Design II,Manninger,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 784 M01,Fabrication and Robotics II,Manninger,05/14/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 602",New York City
Spring 2025,ARCH 791 M11,Special Studies in Arch,Verebes,05/12/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1119",New York City
Spring 2025,ARCH 791 M12,Special Studies in Arch,Balza Gerardino,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 606",New York City
Spring 2025,ARCH 791 M21,Special Studies in Arch,Camacho,05/12/2025,6:00:00 PM,9:00:00 PM,Zoom,New York City
Spring 2025,ARCH 802 M01,M. ARCH Studio 7,Shieh,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 802 M02,M. ARCH Studio 7,Del Signore,05/15/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 1013",New York City
